zip,type,year_built,listPrice,lastSoldPrice,list_to_sold_ratio,sqft,price_per_sqft,stories,beds,baths,baths_full,baths_full_calc,garage,sanitized_text
98408,single_family,1948.0,350020.0,355078.0,1.0145,1100.0,322.8,1.0,3.0,1.0,1.0,1.0,,"a large 8,276 SF lot offers multiple value-add and redevelopment possibilities. potential to add a second dwelling in the backyard. Exceptional walkable location just steps to CVS, Rite Aid, restaurants."
99025,single_family,1938.0,399924.0,384912.0,0.9625,850.0,452.84,,1.0,1.0,1.0,1.0,,"new roof & gutters, new electrical, fir hardwood flooring, updated kitchen & appliances, and much more..24 acre lot with up to 4 dedicated parking spaces."
98908,single_family,1993.0,650091.0,650060.0,1.0,3240.0,200.64,2.0,4.0,3.0,1.0,2.0,3.0,"the 3,238 square-foot, two-story home is nestled in a quiet cul-de-sac in the heart of west Valley. the expansive kitchen features a large granite island with bar seating, an abundance of counter space, and plenty of well-organized cabinetry."
99336,single_family,1951.0,319966.0,319977.0,1.0,1900.0,168.41,1.0,3.0,2.0,1.0,2.0,1.0,"ADDRESS REDACTED 1-level home on over 10,000 sqft lot. 210 ft long property is worth a look."
99169,single_family,1940.0,165058.0,158407.0,0.9597,510.0,310.6,1.0,1.0,1.0,1.0,1.0,,this charming little studio cottage is straight out of a storybook. Freshly updated including a new sewer line and mini split.
98136,condo,1984.0,379883.0,409937.0,1.0791,990.0,414.08,1.0,1.0,1.0,1.0,1.0,,"one-bedroom unit features two generously sized private balconies. fresh paint, new flooring, new appliances, and granite counters give the space a clean, move-in ready feel."
99005,single_family,1953.0,1298949.0,1289908.0,0.993,3980.0,324.1,2.0,4.0,4.0,3.0,3.0,4.0,Stunning remodel in the Colbert area. Located on 5 secluded acres. Beautifully designed! Wood floors throughout.
98122,single_family,1915.0,2249945.0,2249914.0,1.0,4100.0,548.76,2.0,5.0,4.0,2.0,3.0,,"classic details include a river rock front porch with lake view, box-beam ceilings, leaded glass built-ins, fireplaces and abundant natural light. upstairs features the primary bedroom with window seat and lake views, three additional bedrooms, two baths and laundry."
98146,condo,1980.0,305054.0,304929.0,0.9996,1100.0,277.21,2.0,2.0,2.0,1.0,1.0,,"2-bedroom, 1.5-bath condo just 18 minutes south of downtown Seattle. features classic wainscoting and custom english cottage-inspired paint."
98178,single_family,2024.0,999989.0,999995.0,1.0,3240.0,308.64,3.0,4.0,4.0,3.0,3.0,,"a new Terrata home - Fuji plan in Skyway Village. combines modern design, included upgrades."
98951,single_family,2026.0,379914.0,390099.0,1.0268,1490.0,261.81,1.0,3.0,2.0,2.0,2.0,,"this 3-bedroom, 2-bath home sits on 0.41 acres in a quiet farming community with stunning views of Mt. Adams. Quartz kitchen countertops and LVP flooring throughout are planned and if you act soon, you may still be able to choose certain finishes and paint colors."
98660,single_family,2005.0,480085.0,480062.0,1.0,1710.0,280.74,2.0,3.0,2.0,2.0,2.0,2.0,new limited lifetime warranty roof just installed. new AC unit in 2025. open greatroom concept with gas fireplace and real oak hardwood floors throughout main level and staircase.
98118,single_family,2025.0,898927.0,874901.0,0.9733,1750.0,499.94,2.0,4.0,4.0,2.0,3.0,,"Located in south Seattle's vibrant Brighton neighborhood near seward park, Lake Washington, and lively Columbia City, this modern home strikes the perfect balance between neighborhood calm and urban access. inside, enjoy bright open-concept living with sleek designer finishes and four spacious bedrooms filled with natural light."
99208,single_family,1961.0,549086.0,560050.0,1.02,3940.0,142.14,1.0,5.0,3.0,3.0,3.0,2.0,"Spacious home offers 2,710 sq ft on the main floor plus 1,230 sqft in the finished lower level. main level features a large entry way w/facade fireplace (no firebox behind it), formal living room, informal living room area with chalkboard/play space."
98685,single_family,2012.0,599942.0,599944.0,1.0,1850.0,324.29,1.0,3.0,2.0,2.0,2.0,2.0,"the expansive, open floorplan features a great-room concept with vaulted ceilings - ideal for entertaining. the kitchen showcases granite countertops, a gas range and stainless steel appliances. outdoor living is effortless with low-maintenance landscaping and a covered patio."
98584,single_family,1988.0,464905.0,465052.0,1.0003,3200.0,145.33,2.0,2.0,2.0,2.0,2.0,,a 2900 SF home on 1.17 acres within walking distance of Shelton. follow the 600' paved driveway to view this home.
99005,single_family,1965.0,724925.0,674932.0,0.931,5260.0,128.31,,5.0,5.0,3.0,3.0,4.0,"this 5-bed, 3-bath, 3,000+ sq. ft. home features a functional layout, daylight basement, and boiler with baseboard radiators for efficient, even heat."
99006,single_family,2016.0,699997.0,688097.0,0.983,1800.0,382.28,,3.0,3.0,2.0,2.0,2.0,"Embrace the peace and privacy of single-story living in this charming 3 bedroom, 2.5 bath home nestled on nearly 15 acres in Williams Valley. the property's fencing and cross-fencing keep your horses or cows safe and secure."
98244,single_family,2022.0,1094943.0,1006420.0,0.9192,3150.0,319.5,2.0,3.0,3.0,1.0,3.0,,"newer modern cabin w/huge, rare view of Mt Baker! Lovingly created home set amongst evergreens. great room style floorplan w/2 lavish primary suites on second level."
99203,single_family,1936.0,557075.0,557081.0,1.0,2680.0,207.87,,4.0,2.0,2.0,2.0,4.0,"37 W 28th home is located just a few blocks away from the scenic Manito Park. the home is equipped with energy-efficient Pella windows, ensuring ample natural light while helping to reduce energy costs year-round."
98109,condo,1967.0,450085.0,440054.0,0.9777,900.0,488.95,1.0,2.0,1.0,1.0,1.0,,this little westlake charmer is your perfect oasis of comfort and breathtaking views. kaleidoscope sunrises and 4th of July fireworks set the stage for everyday living.
98290,single_family,1983.0,899924.0,850076.0,0.9446,2570.0,330.77,2.0,3.0,3.0,1.0,2.0,,"two-parcel estate spans over private, peaceful setting surrounded by nature. new electrical, whole-home generator, new fireplace, updated flooring, and new windows-offering modern comfort. main level showcases vaulted ceilings accented by dramatic wood beams and an open-concept layout filled with natural light."
98371,single_family,2021.0,639878.0,640069.0,1.0003,2130.0,300.5,2.0,3.0,3.0,2.0,2.0,,"the 3 bedroom, 2.5 bath contemporary home in Puyallup is a beautifully maintained 3 bedroom home. the home offers 2,130 square feet of thoughtfully designed living space and presents in near new condition."
98377,single_family,1969.0,559942.0,559926.0,1.0,2200.0,254.51,2.0,4.0,3.0,3.0,3.0,2.0,"this Randle home is just minutes off Hwy 12. it offers the perfect mix of privacy, space, and charm on a 2-acre lot. the primary bedroom is spacious and features a full private bath."
98012,single_family,2013.0,1097931.0,1089937.0,0.9927,2130.0,511.71,2.0,3.0,3.0,2.0,2.0,,this modern home in Sommerwood offers 3 bedrooms & 2 bathrooms. offers a bonus room/office with potential to convert into a 4th bedroom.
98665,single_family,1988.0,519062.0,519060.0,1.0,2010.0,258.24,3.0,4.0,2.0,2.0,2.0,2.0,"the 3-bedroom tri-level home features a thoughtful floor plan design, vaulted ceilings, wood burning fireplace with lovely brick surround and great natural light. the adjacent dining room has convenient french doors that lead to a sitting deck that's perfect for hosting events or relaxing outdoors."
99350,single_family,1906.0,549565.0,549598.0,1.0001,2400.0,229.0,1.0,4.0,3.0,1.0,2.0,2.0,"this 1906-built property offers a rare blend of historic character and resort-style living. the interior layout is designed for comfort, while the historic roots of the home offer a unique aesthetic."
98629,single_family,1992.0,858084.0,858078.0,1.0,2140.0,400.97,1.0,3.0,2.0,2.0,2.0,4.0,Seller is retiring early and moving out of the area! Private oasis on 5 beautiful acres!
98288,single_family,2004.0,649082.0,663070.0,1.0216,1100.0,602.79,2.0,2.0,2.0,1.0,2.0,,"the newer cabin is sold fully furnished as a turnkey Airbnb. the Great Room shines w/ soaring cedar ceilings, custom woodwork, and a gas fireplace."
98374,single_family,1979.0,570030.0,579947.0,1.0174,1940.0,298.94,1.0,4.0,2.0,1.0,2.0,,BRAND NEW 30 year Roof just installed with transferrable warranty. 1944sqft with main floor entry to living room with new gas fireplace. full bath with primary bedroom & 2nd bedroom on main floor.
99163,single_family,2008.0,635068.0,623912.0,0.9824,4340.0,143.76,3.0,5.0,4.0,4.0,4.0,2.0,"this spacious single-family home features 4,341 square feet of living space at approximately [PRICE REDACTED] per square foot. the expansive main level features an open-concept layout connecting the living room, dining area, and kitchen, creating a bright and functional space."
98837,single_family,2025.0,345554.0,345382.0,0.9995,1410.0,244.95,1.0,3.0,2.0,1.0,2.0,,an award-winning designed kitchen overlooks both the spacious living and dining rooms. separate main suite offers privacy and features two large closets.
98031,single_family,1966.0,679945.0,699931.0,1.0294,2970.0,235.67,2.0,5.0,4.0,2.0,4.0,,"5-bedroom, 4-bath home offers space, flexibility, and standout amenities. features two primary suites-ideal for multi-generational living, extended guests, or added rental potential."
98042,single_family,1979.0,625067.0,640084.0,1.024,1890.0,338.67,3.0,3.0,3.0,1.0,2.0,,"enter into vaulted ceilings, huge picture windows and a cozy gas fireplace. enter into a large dining room, a chef's kitchen with an amazing amount of storage and counter space. the upstairs primary suite has a beautifully updated en suite bath with full tile shower and large walk-in closet."
98038,townhomes,1982.0,485056.0,484944.0,0.9998,1480.0,327.66,2.0,2.0,3.0,1.0,2.0,,"2-bedroom, 2.25-bath townhome in the desirable Cedar Downs Village community. recently refreshed with new waterproof RevWood flooring, carpet, updated bathrooms, interior paint, and lighting."
98070,single_family,1981.0,650067.0,629923.0,0.969,2280.0,276.28,1.0,2.0,3.0,,2.0,,this solidly built home is set on a quiet cul-de-sac in a walkable neighborhood with community beach access. a commanding main room with vaulted ceilings and a wall of windows frame the ever-changing scenery and natural light. the updated kitchen offers modern conveniences.
98102,townhomes,2017.0,1995099.0,2099906.0,1.0525,2100.0,999.96,2.0,2.0,3.0,,2.0,,"the chef's kitchen features commercial-grade appliances, quartz countertops, and large island. private elevator provides access to every level, while auto blinds add effortless comfort to the living room and primary suite."
98020,single_family,1992.0,1599882.0,1680073.0,1.0501,2790.0,602.18,2.0,4.0,3.0,1.0,2.0,,"privately positioned on a quiet residential street, the home captures the living-coastal scenery, walk-ability, and everyday convenience. inside, the light-filled open living space features large updated picture windows, modern lighting, and a stylish kitchen with stainless steel appliances."
99212,single_family,1936.0,359996.0,336950.0,0.936,1580.0,213.26,,2.0,1.0,1.0,1.0,1.0,"the main floor features original hardwood floors throughout, 2 bedrooms, 1 bathroom, and a kitchen with breakfast nook. new vinyl windows (2025) were installed throughout. the backyard is fully fenced for privacy and has a home garden and chicken coop all ready for you."
98683,townhomes,2024.0,390805.0,390819.0,1.0,1390.0,281.16,2.0,3.0,2.0,2.0,2.0,1.0,"for a limited time, get a below market LOWEST INTEREST RATE IN YEARS as well as a HUGE FLEX CREDIT with preferred lender DHI Mortgage to help make your homeownership dreams a reality!"
98250,mobile,2000.0,248915.0,231188.0,0.9288,1540.0,150.12,1.0,3.0,2.0,1.0,1.0,,"this affordable home offers a warm, cozy and welcoming feel with 3 bedrooms and 2 baths. enjoy a comfortable room off the kitchen and living room, with open kitchen and dining area."
99301,multi_family,2021.0,549973.0,530075.0,0.9638,2480.0,213.74,,6.0,4.0,4.0,4.0,,duplex was built in 2021 and has been well-maintained. all appliances are owned by seller and are included in the sale.
98661,multi_family,2006.0,650063.0,650068.0,1.0,2850.0,228.09,2.0,6.0,6.0,6.0,6.0,2.0,"duplex features two spacious units, each offering 3 bedrooms, 2.5 bathrooms, and 1,426 square feet of living space. one unit is currently rented for [PRICE REDACTED]/month."
98683,single_family,1998.0,564912.0,565056.0,1.0003,1980.0,285.38,2.0,3.0,2.0,2.0,2.0,2.0,"the two-story home is in the popular summer's Walk neighborhood of Fisher's Landing. the main floor features an open-concept design with tall ceilings and plenty of natural light. it's a functional space with plenty of room to cook, host, or just enjoy everyday life."
98607,single_family,2018.0,575099.0,574915.0,0.9997,1590.0,361.58,2.0,3.0,2.0,2.0,2.0,2.0,"upstairs bonus room home in camas is located within walking distance of Camas high, woodburn Elementary and direct trail access to Lacamas Creek Park."
98801,mobile,1986.0,175063.0,175059.0,1.0,1570.0,111.5,1.0,2.0,2.0,1.0,2.0,,twin Peaks 55+ Park is a well taken care home ready for new owner. a charming built in hutch and desk area offers excellent storage.
98391,single_family,1997.0,799089.0,794933.0,0.9948,2340.0,339.71,2.0,3.0,3.0,2.0,2.0,,"this 2,344 sq. ft. home is set on a private, fully fenced.72-acre lot in the desirable Dieringer School District. Featuring a 3-car attached garage plus a massive detached garage/shop-ideal for storage, hobbies, or all your toys."
98107,single_family,2025.0,2798063.0,2798100.0,1.0,4150.0,674.24,2.0,5.0,6.0,3.0,4.0,,"the home features a spacious two-car garage and an inviting, idyllic front porch. inside, vaulted ceilings throughout, creating an airy, light-filled atmosphere. the chef's kitchen is equipped with custom cabinetry and premium Wolf and Sub-Zero appliances."
98012,single_family,1986.0,1094914.0,1094947.0,1.0,2060.0,531.53,1.0,3.0,3.0,2.0,2.0,,"Stunning SINGLE-LEVEL RAMBLER offers exceptional living with SOARING CEILINGS and a light-filled floor plan in the highly sought-after Douglas Fir neighborhood. updated cabinetry features soft-close drawers, pull-out shelves, granite countertops, sunny eating nook, and private paver patio."
98276,single_family,2013.0,535090.0,539938.0,1.0091,2100.0,257.11,1.0,3.0,2.0,1.0,2.0,,.5 acre parcel on quiet dead-end rural street with beautiful pastoral views..4 acres of land.
98363,single_family,1918.0,482928.0,449934.0,0.9317,1700.0,264.67,,3.0,2.0,1.0,1.0,,"interior was recently painted and boasts 3 bedrooms and 1.5 baths. remodeled a few years ago which included new front porch, bathroom, flooring."
98942,single_family,2002.0,675087.0,674575.0,0.9992,2360.0,285.84,1.0,3.0,3.0,2.0,2.0,3.0,this is the quintessential Selah ranchette on a quiet cul-de-sac. the great room concept home has ADDRESS REDACTED a den.
99208,single_family,2011.0,564937.0,549938.0,0.9735,1980.0,277.75,1.0,3.0,2.0,2.0,2.0,3.0,the home is finished with 1000sqft heated and finished 3+ car garage. open floor plan with vaulted ceilings.
98365,single_family,1982.0,488946.0,475099.0,0.9717,2640.0,179.96,1.0,2.0,2.0,1.0,2.0,,"this home is just 5 minutes from the Hood Canal Bridge and a short drive from Teal Lake for fishing, kayaking, and all your outdoor adventures. the unfinished daylight basement is a blank canvas for your gym, studio, workshop or extra living space-your call."
98665,townhomes,2004.0,340054.0,339950.0,0.9997,1370.0,248.14,2.0,2.0,2.0,2.0,2.0,1.0,"oversized 1-car garage, open kitchen with granite tile island, central AC, custom blinds, vaulted primary suite and spacious backyard and patio."
98198,single_family,2008.0,3700071.0,3625098.0,0.9797,6550.0,553.45,2.0,5.0,6.0,3.0,4.0,,"this 6,548 square foot estate is in Normandy Park, award-winning marvista grade school. it features an exquisite handcrafted 2-story custom library, elevator, hidden wine closet with hand-painted door, custom Tuscan mural, both cooking & cafe kitchens."
98103,single_family,1924.0,1174904.0,1239923.0,1.0553,1570.0,789.76,1.0,3.0,3.0,1.0,3.0,,"3 bed, 2.5 bath home perched just above green lake. en suite bathrooms offer comfort and convenience. separate back structure includes a one-car garage."
98057,single_family,1955.0,824944.0,820051.0,0.9941,2110.0,388.65,1.0,4.0,3.0,2.0,2.0,,"the 4 bed/2.5 rambler features brand new white oak kitchen cabinets with quartz counters, an oversized island and HEATED FLOORS throughout the house. the open concept kitchen and living room offer a spacious, airy feel, complemented by lovely mountain views."
98116,single_family,1951.0,995877.0,1107055.0,1.1116,1920.0,576.59,1.0,4.0,2.0,1.0,2.0,,"this classic home is warm and welcoming with oak hardwood floors, a gas fireplace, and a layout that lives easily. the main bath has been refreshed with all new tub/shower, including tile and fixtures."
98052,single_family,1976.0,1498915.0,1489945.0,0.994,2180.0,683.46,3.0,3.0,3.0,1.0,2.0,,"2-bd, 2.25-bth home offers 2,180 sq. ft. of beautifully updated living. Located in one of the highest-rated school districts in the state, this home combines comfort and peace of mind with exceptional convenience."
98225,condo,2006.0,597490.0,599936.0,1.0041,1020.0,588.17,1.0,2.0,2.0,2.0,2.0,,this fairhaven condo with partial views of the bay puts you right in the thick of Bellingham's most desired historic district.
98580,single_family,2007.0,1590086.0,1540066.0,0.9685,4780.0,322.19,2.0,5.0,5.0,4.0,4.0,,"5,000 sq ft of living space includes a gourmet kitchen and ensuite baths for every bedroom. a Kohler automatic power system offers peace of mind."
98387,single_family,1991.0,798935.0,798918.0,1.0,3980.0,200.73,2.0,3.0,3.0,2.0,2.0,,the ultimate PRIVACY is found here with your own 4 acre GATED resort. open living concept kitchen & family room in a WHEELCHAIR friendly home.
99338,mobile,1984.0,165091.0,140065.0,0.8484,2040.0,68.66,1.0,3.0,2.0,2.0,2.0,1.0,"3 bedrooms, 2 bathrooms, 2, 040 Sq Ft of completely remodeled living space in sun Meadows. this rare gem has been beautifully updated from top to bottom, featuring new roof 11/25, brand-new flooring, a modern kitchen, stylish bathrooms."
98178,townhomes,2020.0,654920.0,630086.0,0.9621,1670.0,377.3,2.0,3.0,3.0,1.0,2.0,,open concept main floor has oversized family room and large windows for lots of light. full house Clean Air System installed.
98199,townhomes,2017.0,718077.0,705064.0,0.9819,990.0,712.19,2.0,2.0,2.0,1.0,2.0,,"the Magnolia end-unit townhome delivers both style & efficiency in one of Seattle's most beloved neighborhoods. the main level features a sleek open kitchen & living space, designed for easy entertaining & everyday comfort. a private, fully enclosed backyard creates a charming urban oasis."
98201,multi_family,2007.0,824941.0,824937.0,1.0,3170.0,260.23,,6.0,4.0,,,1.0,rent out 1 unit while renting out the other. low maintenance yards and a prime location near downtown Everett make this a truly turnkey investment.
98375,multi_family,1990.0,674927.0,674936.0,1.0,2360.0,285.99,,4.0,4.0,,,2.0,"single story duplex offers nearly 1200sqft of living space, vaulted ceilings and attached garages. the private fenced backyards are met with tranquil views of horse pasture...providing a perfect canvas for capturing the sunrise or winding down the day in peaceful relaxation!"
98405,multi_family,1967.0,585093.0,584934.0,0.9997,1660.0,352.37,,4.0,2.0,,,2.0,a fastidious owner has lovingly cared for this duplex for years. live in one side and rent out the other OR have an incredible investment opportunity. 5 minutes to freeways makes for an easy commute.
98625,single_family,2007.0,724950.0,675092.0,0.9312,3410.0,197.97,1.0,4.0,3.0,3.0,3.0,,"this spacious home offers one level living plus a large daylight basement. at the end of a private gated road, you'll find incredible views of the Columbia River."
98370,single_family,1997.0,1094912.0,1105062.0,1.0093,2360.0,468.25,1.0,3.0,3.0,1.0,3.0,,"custom-built rarely available rambler features sprawling layout, vaulted ceilings, Olympic Mountain views and a fabulous floorplan with TWO primary suites! Designed to embrace its setting, a massive west-facing deck runs the full length of the home, creating an incredible space to relax, entertain, and enjoy sunsets over the mountains."
98092,single_family,2002.0,700025.0,700013.0,1.0,2800.0,250.0,2.0,4.0,3.0,2.0,2.0,,"a beautifully updated residence perfectly blends elegant formal spaces with a warm, functional layout. the formal living and dining rooms, featuring new carpet (2025), provide a sophisticated backdrop for entertaining."
98027,single_family,2004.0,1825086.0,1926098.0,1.0553,3900.0,493.87,,4.0,4.0,2.0,3.0,,"this well-maintained one-owner home offers exceptional space, privacy, and a flexible layout with both open and private areas. the well-designed kitchen features two oversized pantries and premium appliances, including a dacor gas range and electric wall oven, Samsung French-door refrigerator, Bosch dishwasher, and Sharp convection microwave."
98273,single_family,1920.0,650083.0,645917.0,0.9936,1790.0,360.85,2.0,3.0,2.0,1.0,2.0,,"this unique Mount Vernon property offers the flexibility of a single-family residence or can function as a turn-key multi-family duplex! Located on nearly 1.5 acres and zoned R-1,4.0 (residential medium density), this property presents exceptional development and income-producing possiblities."
98052,single_family,2000.0,1599928.0,1649941.0,1.0313,2460.0,670.71,2.0,4.0,3.0,2.0,2.0,,"the 4-bedroom, 2.5-bath residence offers sweeping views of cascade mountain. a second bedroom includes an additional storage area, adding practical flexibility."
98840,single_family,2001.0,393565.0,378094.0,0.9607,1630.0,231.96,2.0,2.0,2.0,2.0,2.0,,"welcoming 2 bed is situated on nearly [ADDRESS REDACTED]ritorial views. open concept living with vaulted great room, ceiling fans, working wood stove, and wall to wall windows bring the outdoors in."
98121,condo,2015.0,564919.0,550059.0,0.9737,850.0,647.13,1.0,1.0,1.0,1.0,1.0,,"insignia home offers floor-to-ceiling windows that frame sweeping skyline views w/ rooftop decks capturing iconic views of space Needle, Lake Union & Sound."
98107,condo,2000.0,437943.0,430058.0,0.982,800.0,537.57,1.0,1.0,1.0,1.0,1.0,,"a well-maintained, secure building offers hotel-style comfort and safety at its finest. this light and bright condo features a large living room, spacious enough to easily incorporate a dedicated dining area. the primary suite offers an en-suite Jack-and-Jill bathroom to the main living area & generous closet space."
98026,single_family,1960.0,825079.0,882572.0,1.0697,1340.0,658.64,1.0,3.0,2.0,1.0,2.0,,rambler offers 3 bedrooms and 1.75 baths and features an easy flowing floor plan designed for comfort and connection. updated kitchen and newly remodeled bathrooms blend modern style with timeless appeal.
98033,single_family,2025.0,3049054.0,3048915.0,1.0,3680.0,828.51,2.0,5.0,5.0,2.0,4.0,,"lots 1 boasts 5 bedrooms and 5 baths, with an abundance of natural light streaming through numerous windows and 10-foot ceilings, a cozy flex room and a private guest suite. the bright primary suite includes a spa-like bath, another suite bedroom and bonus room with built-in cabinets."
98023,single_family,1966.0,850083.0,850059.0,1.0,3540.0,240.13,2.0,5.0,5.0,2.0,3.0,,"this spacious 5-bedroom, 3.75-bath home offers a thoughtful layout with the primary bedroom located on the main floor. the downstairs layout provides excellent potential to easily add a kitchenette, making it ideal for multi-generational living or rental income opportunities."
98033,single_family,1999.0,2299082.0,2264912.0,0.9851,4640.0,488.13,2.0,5.0,4.0,2.0,3.0,,this beautiful home is tucked away in the heart of Kirkland with views of lake. the expansive primary suite provides a private retreat with spa-like bath and two spacious closets. light-filled living spaces with soaring ceilings and expansive windows showcase stunning lake views.
98008,single_family,1958.0,1197946.0,1174943.0,0.9808,1600.0,734.34,2.0,3.0,2.0,1.0,1.0,,"classic 1950s charm meets fresh possibility in this two-story lake Hills home. the kitchen blends timeless cabinetry w/ updated hardware & newer appliances. a flexible bonus room & a dedicated nook offer space to work, create, or study."
98198,single_family,1977.0,600038.0,584911.0,0.9748,1410.0,414.83,1.0,2.0,2.0,1.0,2.0,,"the open flow leads seamlessly into the kitchen and rec room area, making the layout both functional & welcoming. the kitchen is well-appointed with stainless steel appliances, ample cabinetry, drawer systems, generous counter space, perfect for everyday cooking or hosting friends."
98282,single_family,1991.0,719928.0,720054.0,1.0002,2180.0,330.3,2.0,3.0,3.0,2.0,2.0,,"the home sits on an expansive 29,621 sq ft lot on beautiful camano island. 3 bedrooms, 2.5 bathrooms, and 2,180 square feet of thoughtfully designed living space. the primary bedroom features a large open deck overlooking the property."
98258,condo,2008.0,625090.0,609927.0,0.9757,1810.0,336.98,2.0,3.0,3.0,2.0,2.0,,"oversized 3rd bedroom features a large walk-in closet, and en-suite bathroom with dual vanity. the 2-car tandem garage has plenty of space for tools & toys, keeping you ready for PNW adventures!"
98136,single_family,1961.0,1699948.0,1699918.0,1.0,2360.0,720.3,2.0,4.0,3.0,1.0,3.0,,"this 4-bedroom, 2.5-bath home offers the perfect blend of comfort, style, and breathtaking natural beauty. sweeping views of the Olympic Mountains and Puget Sound, with passing ferry boats and unforgettable sunsets that paint the sky each evening."
98010,single_family,2019.0,579959.0,578937.0,0.9982,2160.0,268.03,2.0,3.0,3.0,1.0,2.0,,"the immaculate Ichijo home features soaring ceilings and expansive windows with custom top-down/bottom-up shades. the main-floor primary suite provides comfort and convenience, while the deluxe powder room includes a heated seat and bidet."
98502,single_family,1992.0,924975.0,909919.0,0.9837,3710.0,245.26,1.0,3.0,4.0,2.0,4.0,,"this 3,700+ sq ft custom home has 3 bedrooms + bonus room w/ walk-in closet. the main level showcases a wood-burning fireplace, hardwood floors, granite countertops, vaulted ceilings, and a generous wraparound deck with stunning views."
98036,single_family,1984.0,950059.0,929915.0,0.9788,2140.0,434.54,2.0,5.0,3.0,2.0,2.0,,"this rare Brierwood 5 bedroom property is located on a 12,632 sf lot at the end of a quiet cul-de-sac. the property offers exceptional privacy and a tranquil setting."
98226,condo,2006.0,410066.0,420083.0,1.0244,1540.0,272.78,1.0,3.0,2.0,1.0,2.0,,"this move-in ready, no steps condo with 3 beds. features a large, 1500+ SF size, entrance off the patio, and a pet friendly HOA."
98516,single_family,1969.0,1099917.0,1050070.0,0.9547,2570.0,408.59,1.0,4.0,4.0,4.0,5.0,8.0,"the main waterfront home features 2 bedrooms and 2 1/2 baths. the second home on the property offers a charming 1-bedroom, 2-bath cottage."
98569,single_family,1980.0,349843.0,285089.0,0.8149,1560.0,182.75,1.0,3.0,2.0,1.0,2.0,,the property offers a unique opportunity to offset renovation costs by subdiving and selling the two adjacent parcels. a rare opportunity with multiple possibilities-bring your ideas and make this property shine again.
98121,condo,2006.0,599816.0,575087.0,0.9588,1100.0,522.81,2.0,1.0,1.0,1.0,1.0,,"the 2200 westlake community boasts a 99 walk score, concierge, fitness center, spa, game-room w/Amazon Lockers, 12-seat theater, pet relief area and much more."
98372,single_family,2011.0,1200054.0,1127434.0,0.9395,4160.0,271.02,2.0,4.0,3.0,1.0,3.0,,"the Curtis Lang custom estate spans over 4,100 square feet on a meticulously landscaped over 1/2-acre lot. four expansive bedrooms, each with its own walk-in closet and custom built-ins. a dedicated executive office and a true bonus room provide the flexibility today's buyers demand."
98166,single_family,1947.0,740053.0,794913.0,1.0741,800.0,993.64,1.0,1.0,1.0,1.0,1.0,,"the main home offers an inviting 1 bedroom, 1 bath layout across 800SF that lives far larger than its footprint. a fully renovated 560SF cottage with a lofted sleeping area and stylish 3/4 bath."
98105,coop,1923.0,309079.0,304904.0,0.9865,740.0,412.03,,1.0,1.0,1.0,1.0,,"quiet south-facing one-bedroom in a historic university district co-op! low HOA dues include property taxes, earthquake insurance, central heat, hot water, sewer, and garbage."
98607,single_family,2000.0,684810.0,684809.0,1.0,2440.0,280.66,2.0,4.0,3.0,3.0,3.0,3.0,"the updated kitchen offers quartz counters and a fresh, modern feel with no carpet throughout the home. an upstairs bonus room opens to a private deck with partial views of the Columbia River and sparkling city lights."
98011,single_family,2012.0,1547942.0,1474913.0,0.9528,2720.0,542.25,2.0,3.0,3.0,2.0,2.0,,"soaring vaulted entry opens to a light-filled great room. chef-inspired kitchen offers abundant cabinetry, expansive counter space, and a coveted walk-in pantry. generous main-floor office, spacious enough to serve as a 5th bedroom, offers flexibility for guests or multigenerational living."
98010,single_family,2019.0,850015.0,864911.0,1.0175,3340.0,258.96,2.0,4.0,4.0,2.0,3.0,,"a rare attached ADU with interior and exterior access. Located in sought-after Ten Trails community, enjoy miles of walking and biking trails, parks, and thoughtfully planned neighborhood atmosphere."
98513,single_family,1969.0,569097.0,578909.0,1.0172,2680.0,216.01,2.0,3.0,3.0,1.0,3.0,,"this five room home offers flexible living space. hardwood floors run through the main living area, and the living room includes a fireplace."
98642,single_family,2006.0,699900.0,700064.0,1.0002,2950.0,237.31,2.0,5.0,2.0,2.0,2.0,3.0,"Stunning 5 bedroom, 2.1 bathroom home offers nearly 3,000 SQ FT of thoughtfully designed living space. the spacious kitchen features modern finishes, abundant cabinetry, and a seamless flow into the inviting family room."
98584,single_family,2004.0,524921.0,530086.0,1.0098,1900.0,278.99,1.0,3.0,2.0,1.0,2.0,,"3-bedroom, 1.75-bath home offers 1,904 sq ft of comfortable one-level living, located 30 minutes to Olympia and 1 hour to Tacoma. open-concept layout with hard surface flooring connects the spacious kitchen and living room."
98332,single_family,1992.0,1924928.0,2257060.0,1.1725,4260.0,529.83,1.0,3.0,4.0,2.0,3.0,,"a master class in Pacific Northwest Modernism is available for only the second time in its history. the home is a profound study in light, volume, and organic materials."
99354,single_family,1974.0,599967.0,574932.0,0.9583,3170.0,181.37,4.0,5.0,3.0,1.0,3.0,2.0,"a 3-bedroom home in a quiet, desirable neighborhood in north richland is perfect for summer barbecues, evening fires, and plenty of play. the oversized two-car attached garage offers extra storage for all your gear."
98125,townhomes,2004.0,499869.0,499903.0,1.0001,1160.0,430.95,2.0,2.0,2.0,2.0,2.0,,"this light-filled corner townhouse lives large with real hardwood floors just refinished to perfection. the open main level offers great flow and natural light, creating an easy, comfortable vibe from morning to night."
